SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,AvgChargesPerMonth,IsSenior,HasMultipleServices,PremiumServiceCount,IsMonthToMonth,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2.2701044542330724,1,0,-1.0381617921981139,1,1,0.33252909828321675,-0.7962877440885027,60.65625,1,1,0,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.2701044542330724,0,0,-0.549029043157031,1,1,1.0326354725134603,-0.225620189660265,88.89500000000001,1,1,3,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
-0.44050836433332236,0,1,-1.2827281667186554,1,0,-0.6286620758381144,-0.9902259769127977,22.975,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.44050836433332236,0,0,0.1439090179845032,1,0,0.6983804102325124,0.3154688043326716,81.17702702702704,0,1,6,0,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
-0.44050836433332236,1,1,1.5297851402675717,1,0,0.3075846906503102,1.2949826993449738,73.55352112676057,0,1,5,0,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
2.2701044542330724,0,0,0.30695326766486414,1,1,1.2937202724045485,0.8385457794336633,102.1560975609756,1,1,4,0,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
-0.44050836433332236,0,0,-1.1604449794583847,1,0,-1.4767719353569362,-0.9739356951208183,16.57,0,0,0,1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
-0.44050836433332236,0,1,-1.2827281667186554,1,1,0.9461615260527173,-0.9693223226350138,46.65,0,1,2,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
-0.44050836433332236,0,0,-0.3452237310565798,1,0,-1.4667941723037738,-0.795493096196211,19.482,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
-0.44050836433332236,1,1,0.5107585797653154,1,0,0.299269888106008,0.4776873421229905,73.28260869565217,0,1,4,0,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
2.2701044542330724,1,0,-0.9974007297780237,1,1,-0.015029648068613812,-0.7537078611932073,64.63333333333334,1,1,3,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
-0.44050836433332236,0,0,-0.875117542517753,1,0,0.2676736384376601,-0.6491895898042891,68.20416666666667,0,1,1,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
-0.44050836433332236,0,0,-1.0789228546182041,1,1,-0.5056029981824424,-0.8924842861609221,38.19285714285714,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.44050836433332236,1,1,-1.2827281667186554,1,0,-1.4967274614632615,-1.0017483713510267,9.925,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
-0.44050836433332236,0,0,0.021625830724232454,1,1,0.470554820518633,0.1270710332018547,75.78823529411765,0,1,2,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
-0.44050836433332236,0,1,0.3477143300849544,1,1,0.7865173172021157,0.5986724837243974,86.78690476190476,0,1,2,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.44050836433332236,0,0,1.4890240778474815,1,1,-1.5216718690961681,-0.45035102831086216,18.12642857142857,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
-0.44050836433332236,1,1,-0.4267458558967603,1,1,1.170661194748876,-0.08772670679509659,90.8804347826087,0,1,4,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True
-0.44050836433332236,1,1,1.4482630154273912,1,1,0.909576394857788,1.8117466384127596,92.65,0,1,6,0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
-0.44050836433332236,0,0,-1.2827281667186554,1,0,-1.5083681850252846,-1.0019028862189723,9.75,0,0,0,1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
-0.44050836433332236,0,0,-0.019135231695857794,1,0,-1.498390421972122,-0.7422296138601054,18.415151515151518,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
-0.44050836433332236,0,0,0.30695326766486414,1,1,1.3668905347944076,0.9033537297605618,105.73658536585366,0,1,4,0,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
2.2701044542330724,1,0,-0.9974007297780237,1,1,0.5254325173110276,-0.7309279549475128,70.36666666666666,1,1,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2.2701044542330724,0,0,-0.6713122304173018,1,1,0.3192254142123335,-0.4536620611954108,74.1970588235294,1,1,0,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.44050836433332236,1,1,0.9591302663863082,1,1,0.6983804102325124,1.1058123538744289,84.10175438596491,0,1,3,0,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
-0.44050836433332236,1,0,-1.2419671042985652,1,1,-0.6602583255064628,-0.9708895448670336,29.916666666666668,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.44050836433332236,0,0,-1.201206041878475,1,0,-0.13975168623314665,-0.9235859217231155,49.225,0,1,2,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
-0.44050836433332236,1,0,0.9998913288063984,1,1,1.3186646800374549,1.6035930377374692,102.09224137931035,0,1,4,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
-0.44050836433332236,0,0,-1.1196839170382944,1,1,0.6834137656527689,-0.8224890509815641,70.98333333333333,0,1,2,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
-0.44050836433332236,1,1,-0.875117542517753,1,1,-1.5166829875695869,-0.9309143411742498,15.025,0,0,0,1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
-0.44050836433332236,0,0,-0.222940543796309,1,0,-1.4817608168835177,-0.7478142226587109,21.251785714285713,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
-0.44050836433332236,1,0,1.407501953007301,1,1,-1.3171277265063346,-0.24537601920473848,25.4875,0,0,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
-0.44050836433332236,1,1,1.6113072651077522,1,1,0.6534804764932809,1.6960812229791942,83.98424657534247,0,1,1,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
-0.44050836433332236,0,0,-0.7935954176775725,1,1,0.33751797980979825,-0.5692833295238489,71.38928571428572,0,1,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.44050836433332236,0,0,-1.1604449794583847,1,0,-0.48065859054953586,-0.919303652525766,41.32,0,1,0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.44050836433332236,0,0,-1.0381617921981139,1,1,-1.4934015404455405,-0.9453945916560091,18.4375,0,0,0,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
-0.44050836433332236,1,1,-0.7120732928373921,1,0,-1.5033793034987033,-0.8636562265127853,20.790625,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
