SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,AvgChargesPerMonth,IsSenior,HasMultipleServices,PremiumServiceCount,IsMonthToMonth,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.44050836433332236,0,0,-1.2419671042985652,1,0,0.1945033760478009,-0.9483965948046666,46.9,0,1,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.44050836433332236,0,0,-0.7120732928373921,1,1,0.6484915949666994,-0.4354293067778296,81.415625,0,1,2,1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
-0.44050836433332236,1,1,1.407501953007301,1,1,0.8214394878881848,1.803027585150115,93.72205882352942,0,1,2,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.44050836433332236,0,0,-1.1196839170382944,1,1,0.02488140414403625,-0.860455561391055,56.65,0,1,3,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
-0.44050836433332236,0,0,-0.2637016062163993,1,1,-1.4817608168835177,-0.7848094967554007,18.935185185185187,0,0,0,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
-0.44050836433332236,0,0,-1.1604449794583847,1,1,-0.015029648068613812,-0.8988193957466918,50.6,0,1,2,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
-0.44050836433332236,1,1,-0.38598479347667003,1,0,-1.5050422640075638,-0.8221579476931092,17.777083333333334,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
2.2701044542330724,0,0,-1.2419671042985652,1,1,0.3275402167566357,-0.9374922598382197,55.13333333333333,1,1,1,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.44050836433332236,0,0,0.7553249542858569,1,0,-1.5216718690961681,-0.565597046245718,19.38076923076923,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
-0.44050836433332236,1,1,-0.14141841895612853,1,0,0.5071399517135624,-0.034065900512845096,73.72666666666667,0,1,4,1,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
-0.44050836433332236,0,0,-1.1604449794583847,1,1,0.6917285681970711,-0.8608970324423282,67.78,0,1,1,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.44050836433332236,0,0,-1.0381617921981139,1,1,0.7299766599008608,-0.7366450050615002,77.54375,0,1,1,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.44050836433332236,0,1,-0.875117542517753,1,0,-1.4884126589189592,-0.912791954519487,18.445833333333333,0,0,0,1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
-0.44050836433332236,0,0,0.6330417670255861,1,0,-1.3404091736303807,-0.47900249953848956,24.570408163265306,0,0,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
-0.44050836433332236,0,0,-1.2827281667186554,1,0,-0.35094767085842193,-0.9865396936346666,27.15,0,1,1,1,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
